symbol,status,baseAsset,baseAssetPrecision,quoteAsset,quotePrecision,quoteAssetPrecision,icebergAllowed,ocoAllowed,isSpotTradingAllowed,isMarginTradingAllowed
DENTBUSD,BREAK,DENT,8,BUSD,8,8,True,True,True,False
FRONTUSDT,TRADING,FRONT,8,USDT,8,8,True,True,True,True
CVPUSDT,TRADING,CVP,8,USDT,8,8,True,True,True,True
AGLDBTC,TRADING,AGLD,8,BTC,8,8,True,True,True,False
AGLDBNB,BREAK,AGLD,8,BNB,8,8,True,True,True,False
AGLDBUSD,BREAK,AGLD,8,BUSD,8,8,True,True,True,False
AGLDUSDT,TRADING,AGLD,8,USDT,8,8,True,True,True,True
RADBTC,TRADING,RAD,8,BTC,8,8,True,True,True,False
RADBNB,BREAK,RAD,8,BNB,8,8,True,True,True,False
RADBUSD,BREAK,RAD,8,BUSD,8,8,True,True,True,False
RADUSDT,TRADING,RAD,8,USDT,8,8,True,True,True,True
UNIAUD,BREAK,UNI,8,AUD,8,8,True,True,True,False
HIVEBUSD,BREAK,HIVE,8,BUSD,8,8,True,True,True,False
STPTBUSD,BREAK,STPT,8,BUSD,8,8,True,True,True,False
BETABTC,BREAK,BETA,8,BTC,8,8,True,True,True,False
BETABNB,BREAK,BETA,8,BNB,8,8,True,True,True,False
BETABUSD,BREAK,BETA,8,BUSD,8,8,True,True,True,False
BETAUSDT,TRADING,BETA,8,USDT,8,8,True,True,True,True
SHIBAUD,BREAK,SHIB,2,AUD,8,8,True,True,True,False
RAREBTC,TRADING,RARE,8,BTC,8,8,True,True,True,False
RAREBNB,BREAK,RARE,8,BNB,8,8,True,True,True,False
RAREBUSD,BREAK,RARE,8,BUSD,8,8,True,True,True,False
RAREUSDT,TRADING,RARE,8,USDT,8,8,True,True,True,True
AVAXBRL,TRADING,AVAX,8,BRL,8,8,True,True,True,False
AVAXAUD,BREAK,AVAX,8,AUD,8,8,True,True,True,False
LUNAAUD,BREAK,LUNA,8,AUD,8,8,True,True,True,False
TROYBUSD,BREAK,TROY,8,BUSD,8,8,True,True,True,False
AXSETH,TRADING,AXS,8,ETH,8,8,True,True,True,False
FTMETH,TRADING,FTM,8,ETH,8,8,True,True,True,False
SOLETH,TRADING,SOL,8,ETH,8,8,True,True,True,True
SSVBTC,TRADING,SSV,8,BTC,8,8,True,True,True,False
SSVETH,TRADING,SSV,8,ETH,8,8,True,True,True,False
LAZIOTRY,TRADING,LAZIO,8,TRY,8,8,True,True,True,False
LAZIOEUR,BREAK,LAZIO,8,EUR,8,8,True,True,True,False
LAZIOBTC,BREAK,LAZIO,8,BTC,8,8,True,True,True,False
LAZIOUSDT,TRADING,LAZIO,8,USDT,8,8,True,True,True,True
CHESSBTC,BREAK,CHESS,8,BTC,8,8,True,True,True,False
CHESSBNB,BREAK,CHESS,8,BNB,8,8,True,True,True,False
CHESSBUSD,BREAK,CHESS,8,BUSD,8,8,True,True,True,False
CHESSUSDT,TRADING,CHESS,8,USDT,8,8,True,True,True,True
FTMAUD,BREAK,FTM,8,AUD,8,8,True,True,True,False
FTMBRL,BREAK,FTM,8,BRL,8,8,True,True,True,False
SCRTBUSD,BREAK,SCRT,8,BUSD,8,8,True,True,True,False
ADXUSDT,TRADING,ADX,8,USDT,8,8,True,True,True,True
AUCTIONUSDT,TRADING,AUCTION,8,USDT,8,8,True,True,True,True
CELOBUSD,BREAK,CELO,8,BUSD,8,8,True,True,True,False
FTMRUB,BREAK,FTM,8,RUB,8,8,True,True,True,False
NUAUD,BREAK,NU,8,AUD,8,8,True,True,True,False
NURUB,BREAK,NU,8,RUB,8,8,True,True,True,False
REEFTRY,TRADING,REEF,8,TRY,8,8,True,True,True,False
REEFBIDR,BREAK,REEF,8,BIDR,2,2,True,True,True,False
SHIBDOGE,TRADING,SHIB,2,DOGE,8,8,True,True,True,True
DARUSDT,TRADING,DAR,8,USDT,8,8,True,True,True,True
DARBUSD,BREAK,DAR,8,BUSD,8,8,True,True,True,False
DARBNB,BREAK,DAR,8,BNB,8,8,True,True,True,False
DARBTC,TRADING,DAR,8,BTC,8,8,True,True,True,True
BNXBTC,TRADING,BNX,8,BTC,8,8,True,True,True,False
BNXBNB,BREAK,BNX,8,BNB,8,8,True,True,True,False
BNXBUSD,BREAK,BNX,8,BUSD,8,8,True,True,True,False
BNXUSDT,TRADING,BNX,8,USDT,8,8,True,True,True,True
RGTUSDT,BREAK,RGT,8,USDT,8,8,True,True,True,False
RGTBTC,BREAK,RGT,8,BTC,8,8,True,True,True,False
RGTBUSD,BREAK,RGT,8,BUSD,8,8,True,True,True,False
RGTBNB,BREAK,RGT,8,BNB,8,8,True,True,True,False
LAZIOBUSD,BREAK,LAZIO,8,BUSD,8,8,True,True,True,False
OXTBUSD,BREAK,OXT,8,BUSD,8,8,True,True,True,False
MANATRY,TRADING,MANA,8,TRY,8,8,True,True,True,False
ALGORUB,BREAK,ALGO,8,RUB,8,8,True,True,True,False
SHIBUAH,BREAK,SHIB,2,UAH,8,8,True,True,True,False
LUNABIDR,BREAK,LUNA,8,BIDR,2,2,True,True,True,False
AUDUSDC,BREAK,AUD,8,USDC,8,8,True,True,True,False
MOVRBTC,TRADING,MOVR,8,BTC,8,8,True,True,True,False
MOVRBNB,BREAK,MOVR,8,BNB,8,8,True,True,True,False
MOVRBUSD,BREAK,MOVR,8,BUSD,8,8,True,True,True,False
MOVRUSDT,TRADING,MOVR,8,USDT,8,8,True,True,True,True
CITYBTC,BREAK,CITY,8,BTC,8,8,True,True,True,False
CITYBNB,BREAK,CITY,8,BNB,8,8,True,True,True,False
CITYBUSD,BREAK,CITY,8,BUSD,8,8,True,True,True,False
CITYUSDT,TRADING,CITY,8,USDT,8,8,True,True,True,True
ENSBTC,TRADING,ENS,8,BTC,8,8,True,True,True,True
ENSBNB,BREAK,ENS,8,BNB,8,8,True,True,True,False
ENSBUSD,BREAK,ENS,8,BUSD,8,8,True,True,True,False
ENSUSDT,TRADING,ENS,8,USDT,8,8,True,True,True,True
SANDETH,BREAK,SAND,8,ETH,8,8,True,True,True,False
DOTETH,TRADING,DOT,8,ETH,8,8,True,True,True,False
MATICETH,TRADING,MATIC,8,ETH,8,8,True,True,True,False
ANKRBUSD,BREAK,ANKR,8,BUSD,8,8,True,True,True,False
SANDTRY,TRADING,SAND,8,TRY,8,8,True,True,True,False
MANABRL,BREAK,MANA,8,BRL,8,8,True,True,True,False
KP3RUSDT,TRADING,KP3R,8,USDT,8,8,True,True,True,True
QIUSDT,TRADING,QI,8,USDT,8,8,True,True,True,True
QIBUSD,BREAK,QI,8,BUSD,8,8,True,True,True,False
QIBNB,BREAK,QI,8,BNB,8,8,True,True,True,False
QIBTC,TRADING,QI,8,BTC,8,8,True,True,True,False
PORTOBTC,TRADING,PORTO,8,BTC,8,8,True,True,True,False
PORTOUSDT,TRADING,PORTO,8,USDT,8,8,True,True,True,True
PORTOTRY,TRADING,PORTO,8,TRY,8,8,True,True,True,False
PORTOEUR,BREAK,PORTO,8,EUR,8,8,True,True,True,False
POWRUSDT,TRADING,POWR,8,USDT,8,8,True,True,True,True
POWRBUSD,BREAK,POWR,8,BUSD,8,8,True,True,True,False
AVAXETH,TRADING,AVAX,8,ETH,8,8,True,True,True,False
SLPTRY,TRADING,SLP,8,TRY,8,8,True,True,True,False
FISTRY,BREAK,FIS,8,TRY,8,8,True,True,True,False
LRCTRY,TRADING,LRC,8,TRY,8,8,True,True,True,False
CHRETH,TRADING,CHR,8,ETH,8,8,True,True,True,False
FISBIDR,BREAK,FIS,8,BIDR,2,2,True,True,True,False
VGXUSDT,TRADING,VGX,8,USDT,8,8,True,True,True,False
GALAETH,TRADING,GALA,8,ETH,8,8,True,True,True,False
JASMYUSDT,TRADING,JASMY,8,USDT,8,8,True,True,True,True
JASMYBUSD,BREAK,JASMY,8,BUSD,8,8,True,True,True,False
JASMYBNB,BREAK,JASMY,8,BNB,8,8,True,True,True,False
JASMYBTC,BREAK,JASMY,8,BTC,8,8,True,True,True,False
AMPBTC,BREAK,AMP,8,BTC,8,8,True,True,True,False
AMPBNB,BREAK,AMP,8,BNB,8,8,True,True,True,False
AMPBUSD,BREAK,AMP,8,BUSD,8,8,True,True,True,False
AMPUSDT,TRADING,AMP,8,USDT,8,8,True,True,True,True
PLABTC,BREAK,PLA,8,BTC,8,8,True,True,True,False
PLABNB,BREAK,PLA,8,BNB,8,8,True,True,True,False
PLABUSD,BREAK,PLA,8,BUSD,8,8,True,True,True,False
PLAUSDT,BREAK,PLA,8,USDT,8,8,True,True,True,False
PYRBTC,TRADING,PYR,8,BTC,8,8,True,True,True,True
PYRBUSD,BREAK,PYR,8,BUSD,8,8,True,True,True,False
PYRUSDT,TRADING,PYR,8,USDT,8,8,True,True,True,True
RNDRBTC,TRADING,RNDR,8,BTC,8,8,True,True,True,False
RNDRUSDT,TRADING,RNDR,8,USDT,8,8,True,True,True,False
RNDRBUSD,BREAK,RNDR,8,BUSD,8,8,True,True,True,False
ALCXBTC,TRADING,ALCX,8,BTC,8,8,True,True,True,False
ALCXBUSD,BREAK,ALCX,8,BUSD,8,8,True,True,True,False
ALCXUSDT,TRADING,ALCX,8,USDT,8,8,True,True,True,True
SANTOSBTC,TRADING,SANTOS,8,BTC,8,8,True,True,True,False
SANTOSUSDT,TRADING,SANTOS,8,USDT,8,8,True,True,True,True
SANTOSBRL,BREAK,SANTOS,8,BRL,8,8,True,True,True,False
SANTOSTRY,TRADING,SANTOS,8,TRY,8,8,True,True,True,False
MCBTC,BREAK,MC,8,BTC,8,8,True,True,True,False
MCBUSD,BREAK,MC,8,BUSD,8,8,True,True,True,False
MCUSDT,BREAK,MC,8,USDT,8,8,True,True,True,False
BELTRY,TRADING,BEL,8,TRY,8,8,True,True,True,False
COCOSBUSD,BREAK,COCOS,8,BUSD,8,8,True,True,True,False
DENTTRY,TRADING,DENT,8,TRY,8,8,True,True,True,False
ENJTRY,TRADING,ENJ,8,TRY,8,8,True,True,True,False
NEORUB,BREAK,NEO,8,RUB,8,8,True,True,True,False
SANDAUD,BREAK,SAND,8,AUD,8,8,True,True,True,False
SLPBIDR,BREAK,SLP,8,BIDR,2,2,True,True,True,False
ANYBTC,BREAK,ANY,8,BTC,8,8,True,True,True,False
ANYBUSD,BREAK,ANY,8,BUSD,8,8,True,True,True,False
ANYUSDT,BREAK,ANY,8,USDT,8,8,True,True,True,False
BICOBTC,TRADING,BICO,8,BTC,8,8,True,True,True,True
BICOBUSD,BREAK,BICO,8,BUSD,8,8,True,True,True,False
BICOUSDT,TRADING,BICO,8,USDT,8,8,True,True,True,True
FLUXBTC,TRADING,FLUX,8,BTC,8,8,True,True,True,False
FLUXBUSD,BREAK,FLUX,8,BUSD,8,8,True,True,True,False
FLUXUSDT,TRADING,FLUX,8,USDT,8,8,True,True,True,True
ALICETRY,TRADING,ALICE,8,TRY,8,8,True,True,True,False
FXSUSDT,TRADING,FXS,8,USDT,8,8,True,True,True,True
GALABRL,TRADING,GALA,8,BRL,8,8,True,True,True,False
GALATRY,TRADING,GALA,8,TRY,8,8,True,True,True,False
LUNATRY,TRADING,LUNA,8,TRY,8,8,True,True,True,False
REQBUSD,BREAK,REQ,8,BUSD,8,8,True,True,True,False
SANDBRL,BREAK,SAND,8,BRL,8,8,True,True,True,False
MANABIDR,BREAK,MANA,8,BIDR,2,2,True,True,True,False
SANDBIDR,BREAK,SAND,8,BIDR,2,2,True,True,True,False
VOXELBTC,TRADING,VOXEL,8,BTC,8,8,True,True,True,False
VOXELBNB,BREAK,VOXEL,8,BNB,8,8,True,True,True,False
VOXELBUSD,BREAK,VOXEL,8,BUSD,8,8,True,True,True,False
VOXELUSDT,TRADING,VOXEL,8,USDT,8,8,True,True,True,True
COSBUSD,BREAK,COS,8,BUSD,8,8,True,True,True,False
CTXCBUSD,BREAK,CTXC,8,BUSD,8,8,True,True,True,False
FTMTRY,TRADING,FTM,8,TRY,8,8,True,True,True,False
MANABNB,BREAK,MANA,8,BNB,8,8,True,True,True,False
MINATRY,TRADING,MINA,8,TRY,8,8,True,True,True,False
XTZTRY,BREAK,XTZ,8,TRY,8,8,True,True,True,False
HIGHBTC,TRADING,HIGH,8,BTC,8,8,True,True,True,False
HIGHBUSD,BREAK,HIGH,8,BUSD,8,8,True,True,True,False
HIGHUSDT,TRADING,HIGH,8,USDT,8,8,True,True,True,True
CVXBTC,BREAK,CVX,8,BTC,8,8,True,True,True,False
CVXBUSD,BREAK,CVX,8,BUSD,8,8,True,True,True,False
CVXUSDT,TRADING,CVX,8,USDT,8,8,True,True,True,True
PEOPLEBTC,TRADING,PEOPLE,8,BTC,8,8,True,True,True,True
PEOPLEBUSD,BREAK,PEOPLE,8,BUSD,8,8,True,True,True,False
PEOPLEUSDT,TRADING,PEOPLE,8,USDT,8,8,True,True,True,True
OOKIBUSD,BREAK,OOKI,8,BUSD,8,8,True,True,True,False
OOKIUSDT,TRADING,OOKI,8,USDT,8,8,True,True,True,True
COCOSTRY,BREAK,COCOS,8,TRY,8,8,True,True,True,False
GXSBNB,BREAK,GXS,8,BNB,8,8,True,True,True,False
LINKBNB,TRADING,LINK,8,BNB,8,8,True,True,True,False
LUNAETH,BREAK,LUNA,8,ETH,8,8,True,True,True,False
MDTBUSD,BREAK,MDT,8,BUSD,8,8,True,True,True,False
NULSBUSD,BREAK,NULS,8,BUSD,8,8,True,True,True,False
SPELLBTC,BREAK,SPELL,8,BTC,8,8,True,True,True,False
SPELLUSDT,TRADING,SPELL,8,USDT,8,8,True,True,True,True
SPELLBUSD,BREAK,SPELL,8,BUSD,8,8,True,True,True,False
USTBTC,BREAK,UST,8,BTC,8,8,True,True,True,False
USTBUSD,BREAK,UST,8,BUSD,8,8,True,True,True,False
USTUSDT,BREAK,UST,8,USDT,8,8,True,True,True,False
JOEBTC,TRADING,JOE,8,BTC,8,8,True,True,True,True
JOEBUSD,BREAK,JOE,8,BUSD,8,8,True,True,True,False
JOEUSDT,TRADING,JOE,8,USDT,8,8,True,True,True,True
ATOMETH,TRADING,ATOM,8,ETH,8,8,True,True,True,False
DUSKBUSD,BREAK,DUSK,8,BUSD,8,8,True,True,True,False
EGLDETH,TRADING,EGLD,8,ETH,8,8,True,True,True,False
ICPETH,TRADING,ICP,8,ETH,8,8,True,True,True,False
LUNABRL,BREAK,LUNA,8,BRL,8,8,True,True,True,False
LUNAUST,BREAK,LUNA,8,UST,8,8,True,True,True,False
NEARETH,TRADING,NEAR,8,ETH,8,8,True,True,True,False
ROSEBNB,BREAK,ROSE,8,BNB,8,8,True,True,True,False
VOXELETH,BREAK,VOXEL,8,ETH,8,8,True,True,True,False
ALICEBNB,BREAK,ALICE,8,BNB,8,8,True,True,True,False
ATOMTRY,TRADING,ATOM,8,TRY,8,8,True,True,True,False
ETHUST,BREAK,ETH,8,UST,8,8,True,True,True,False
GALAAUD,BREAK,GALA,8,AUD,8,8,True,True,True,False
LRCBNB,BREAK,LRC,8,BNB,8,8,True,True,True,False
ONEETH,BREAK,ONE,8,ETH,8,8,True,True,True,False
OOKIBNB,BREAK,OOKI,8,BNB,8,8,True,True,True,False
ACHBTC,TRADING,ACH,8,BTC,8,8,True,True,True,False
ACHBUSD,BREAK,ACH,8,BUSD,8,8,True,True,True,False
ACHUSDT,TRADING,ACH,8,USDT,8,8,True,True,True,True
IMXBTC,TRADING,IMX,8,BTC,8,8,True,True,True,False
IMXBUSD,BREAK,IMX,8,BUSD,8,8,True,True,True,False
IMXUSDT,TRADING,IMX,8,USDT,8,8,True,True,True,True
GLMRBTC,TRADING,GLMR,8,BTC,8,8,True,True,True,False
GLMRBUSD,BREAK,GLMR,8,BUSD,8,8,True,True,True,False
GLMRUSDT,TRADING,GLMR,8,USDT,8,8,True,True,True,True
ATOMBIDR,BREAK,ATOM,8,BIDR,2,2,True,True,True,False
DYDXETH,BREAK,DYDX,8,ETH,8,8,True,True,True,False
FARMETH,BREAK,FARM,8,ETH,8,8,True,True,True,False
FORBNB,BREAK,FOR,8,BNB,8,8,True,True,True,False
ICPTRY,TRADING,ICP,8,TRY,8,8,True,True,True,False
JASMYETH,BREAK,JASMY,8,ETH,8,8,True,True,True,False
LINABNB,BREAK,LINA,8,BNB,8,8,True,True,True,False
OOKIETH,BREAK,OOKI,8,ETH,8,8,True,True,True,False
ROSEETH,TRADING,ROSE,8,ETH,8,8,True,True,True,False
UMABUSD,BREAK,UMA,8,BUSD,8,8,True,True,True,False
UNIETH,TRADING,UNI,8,ETH,8,8,True,True,True,False
XTZETH,BREAK,XTZ,8,ETH,8,8,True,True,True,False
LOKABTC,TRADING,LOKA,8,BTC,8,8,True,True,True,False
LOKABNB,BREAK,LOKA,8,BNB,8,8,True,True,True,False
LOKABUSD,BREAK,LOKA,8,BUSD,8,8,True,True,True,False
LOKAUSDT,TRADING,LOKA,8,USDT,8,8,True,True,True,True
ATOMBRL,BREAK,ATOM,8,BRL,8,8,True,True,True,False
BNBUST,BREAK,BNB,8,UST,8,8,True,True,True,False
CRVETH,BREAK,CRV,8,ETH,8,8,True,True,True,False
HIGHBNB,BREAK,HIGH,8,BNB,8,8,True,True,True,False
NEARRUB,BREAK,NEAR,8,RUB,8,8,True,True,True,False
ROSETRY,TRADING,ROSE,8,TRY,8,8,True,True,True,False
SCRTUSDT,TRADING,SCRT,8,USDT,8,8,True,True,True,True
API3BTC,TRADING,API3,8,BTC,8,8,True,True,True,False
API3BUSD,BREAK,API3,8,BUSD,8,8,True,True,True,False
API3USDT,TRADING,API3,8,USDT,8,8,True,True,True,True
BTTCUSDT,TRADING,BTTC,1,USDT,8,8,True,True,True,True
BTTCUSDC,BREAK,BTTC,1,USDC,8,8,True,True,True,False
BTTCTRY,TRADING,BTTC,1,TRY,8,8,True,True,True,False
ACABTC,TRADING,ACA,8,BTC,8,8,True,True,True,False
ACABUSD,BREAK,ACA,8,BUSD,8,8,True,True,True,False
ACAUSDT,TRADING,ACA,8,USDT,8,8,True,True,True,True
ANCBTC,BREAK,ANC,8,BTC,8,8,True,True,True,False
ANCBUSD,BREAK,ANC,8,BUSD,8,8,True,True,True,False
ANCUSDT,BREAK,ANC,8,USDT,8,8,True,True,True,False
BDOTDOT,BREAK,BDOT,8,DOT,8,8,True,True,True,False
XNOBTC,TRADING,XNO,8,BTC,8,8,True,True,True,False
XNOETH,BREAK,XNO,8,ETH,8,8,True,True,True,False
XNOBUSD,BREAK,XNO,8,BUSD,8,8,True,True,True,False
XNOUSDT,TRADING,XNO,8,USDT,8,8,True,True,True,True
COSTRY,TRADING,COS,8,TRY,8,8,True,True,True,False
KAVAETH,BREAK,KAVA,8,ETH,8,8,True,True,True,False
MCBNB,BREAK,MC,8,BNB,8,8,True,True,True,False
ONETRY,TRADING,ONE,8,TRY,8,8,True,True,True,False
WOOBTC,TRADING,WOO,8,BTC,8,8,True,True,True,False
WOOBNB,BREAK,WOO,8,BNB,8,8,True,True,True,False
WOOBUSD,BREAK,WOO,8,BUSD,8,8,True,True,True,False
WOOUSDT,TRADING,WOO,8,USDT,8,8,True,True,True,True
CELRETH,BREAK,CELR,8,ETH,8,8,True,True,True,False
PEOPLEBNB,BREAK,PEOPLE,8,BNB,8,8,True,True,True,False
SLPBNB,BREAK,SLP,8,BNB,8,8,True,True,True,False
SPELLBNB,BREAK,SPELL,8,BNB,8,8,True,True,True,False
SPELLTRY,TRADING,SPELL,8,TRY,8,8,True,True,True,False
TFUELBUSD,BREAK,TFUEL,8,BUSD,8,8,True,True,True,False
AXSTRY,TRADING,AXS,8,TRY,8,8,True,True,True,False
DARTRY,TRADING,DAR,8,TRY,8,8,True,True,True,False
NEARTRY,TRADING,NEAR,8,TRY,8,8,True,True,True,False
IDEXBNB,BREAK,IDEX,8,BNB,8,8,True,True,True,False
ALPINEEUR,BREAK,ALPINE,8,EUR,8,8,True,True,True,False
ALPINETRY,TRADING,ALPINE,8,TRY,8,8,True,True,True,False
ALPINEUSDT,TRADING,ALPINE,8,USDT,8,8,True,True,True,True
ALPINEBTC,BREAK,ALPINE,8,BTC,8,8,True,True,True,False
TUSDT,TRADING,T,8,USDT,8,8,True,True,True,True
TBUSD,BREAK,T,8,BUSD,8,8,True,True,True,False
API3BNB,BREAK,API3,8,BNB,8,8,True,True,True,False
BETAETH,BREAK,BETA,8,ETH,8,8,True,True,True,False
INJTRY,TRADING,INJ,8,TRY,8,8,True,True,True,False
TLMBNB,BREAK,TLM,8,BNB,8,8,True,True,True,False
ASTRBUSD,BREAK,ASTR,8,BUSD,8,8,True,True,True,False
ASTRUSDT,TRADING,ASTR,8,USDT,8,8,True,True,True,True
API3TRY,TRADING,API3,8,TRY,8,8,True,True,True,False
GLMRBNB,BREAK,GLMR,8,BNB,8,8,True,True,True,False
MBOXTRY,TRADING,MBOX,8,TRY,8,8,True,True,True,False
GMTBTC,TRADING,GMT,8,BTC,8,8,True,True,True,False
GMTBNB,BREAK,GMT,8,BNB,8,8,True,True,True,False
GMTBUSD,BREAK,GMT,8,BUSD,8,8,True,True,True,False
GMTUSDT,TRADING,GMT,8,USDT,8,8,True,True,True,True
ANCBNB,BREAK,ANC,8,BNB,8,8,True,True,True,False
ATOMEUR,TRADING,ATOM,8,EUR,8,8,True,True,True,False
GALAEUR,TRADING,GALA,8,EUR,8,8,True,True,True,False
KSMETH,BREAK,KSM,8,ETH,8,8,True,True,True,False
UMATRY,TRADING,UMA,8,TRY,8,8,True,True,True,False
KDABTC,TRADING,KDA,8,BTC,8,8,True,True,True,False
KDABUSD,BREAK,KDA,8,BUSD,8,8,True,True,True,False
KDAUSDT,TRADING,KDA,8,USDT,8,8,True,True,True,True
APEUSDT,TRADING,APE,8,USDT,8,8,True,True,True,True
APEBUSD,BREAK,APE,8,BUSD,8,8,True,True,True,False
APEBTC,TRADING,APE,8,BTC,8,8,True,True,True,True
ALPINEBUSD,BREAK,ALPINE,8,BUSD,8,8,True,True,True,False
LUNAGBP,BREAK,LUNA,8,GBP,8,8,True,True,True,False
NEAREUR,TRADING,NEAR,8,EUR,8,8,True,True,True,False
TWTTRY,TRADING,TWT,8,TRY,8,8,True,True,True,False
WAVESEUR,BREAK,WAVES,8,EUR,8,8,True,True,True,False
APEEUR,BREAK,APE,8,EUR,8,8,True,True,True,False
APEGBP,BREAK,APE,8,GBP,8,8,True,True,True,False
APETRY,TRADING,APE,8,TRY,8,8,True,True,True,False
BSWUSDT,TRADING,BSW,8,USDT,8,8,True,True,True,True
BSWBUSD,BREAK,BSW,8,BUSD,8,8,True,True,True,False
BSWBNB,BREAK,BSW,8,BNB,8,8,True,True,True,False
APEBNB,BREAK,APE,8,BNB,8,8,True,True,True,False
GMTBRL,BREAK,GMT,8,BRL,8,8,True,True,True,False
GMTETH,BREAK,GMT,8,ETH,8,8,True,True,True,False
JASMYTRY,TRADING,JASMY,8,TRY,8,8,True,True,True,False
SANTOSBUSD,BREAK,SANTOS,8,BUSD,8,8,True,True,True,False
APEAUD,BREAK,APE,8,AUD,8,8,True,True,True,False
BIFIUSDT,TRADING,BIFI,8,USDT,8,8,True,True,True,False
GMTEUR,TRADING,GMT,8,EUR,8,8,True,True,True,False
IMXBNB,BREAK,IMX,8,BNB,8,8,True,True,True,False
RUNEETH,TRADING,RUNE,8,ETH,8,8,True,True,True,False
AVAXGBP,BREAK,AVAX,8,GBP,8,8,True,True,True,False
MULTIBTC,BREAK,MULTI,8,BTC,8,8,True,True,True,False
MULTIBUSD,BREAK,MULTI,8,BUSD,8,8,True,True,True,False
MULTIUSDT,BREAK,MULTI,8,USDT,8,8,True,True,True,False
APEETH,TRADING,APE,8,ETH,8,8,True,True,True,False
BSWETH,BREAK,BSW,8,ETH,8,8,True,True,True,False
FILTRY,TRADING,FIL,8,TRY,8,8,True,True,True,False
FTMEUR,TRADING,FTM,8,EUR,8,8,True,True,True,False
GMTGBP,BREAK,GMT,8,GBP,8,8,True,True,True,False
ZILTRY,TRADING,ZIL,8,TRY,8,8,True,True,True,False
GMTTRY,TRADING,GMT,8,TRY,8,8,True,True,True,False
WAVESTRY,BREAK,WAVES,8,TRY,8,8,True,True,True,False
BTCUST,BREAK,BTC,8,UST,8,8,True,True,True,False
ASTRBTC,TRADING,ASTR,8,BTC,8,8,True,True,True,False
ASTRETH,BREAK,ASTR,8,ETH,8,8,True,True,True,False
BSWTRY,TRADING,BSW,8,TRY,8,8,True,True,True,False
FTTETH,BREAK,FTT,8,ETH,8,8,True,True,True,False
FUNBNB,BREAK,FUN,8,BNB,8,8,True,True,True,False
PORTOBUSD,BREAK,PORTO,8,BUSD,8,8,True,True,True,False
STEEMUSDT,TRADING,STEEM,8,USDT,8,8,True,True,True,True
ZILEUR,BREAK,ZIL,8,EUR,8,8,True,True,True,False
APEBRL,BREAK,APE,8,BRL,8,8,True,True,True,False
AUDIOTRY,TRADING,AUDIO,8,TRY,8,8,True,True,True,False
BTTCBUSD,BREAK,BTTC,1,BUSD,8,8,True,True,True,False
GMTAUD,BREAK,GMT,8,AUD,8,8,True,True,True,False
MBLBUSD,BREAK,MBL,8,BUSD,8,8,True,True,True,False
MOBUSDT,BREAK,MOB,8,USDT,8,8,True,True,True,False
MOBBUSD,BREAK,MOB,8,BUSD,8,8,True,True,True,False
MOBBTC,BREAK,MOB,8,BTC,8,8,True,True,True,False
NEXOUSDT,TRADING,NEXO,8,USDT,8,8,True,True,True,True
NEXOBUSD,BREAK,NEXO,8,BUSD,8,8,True,True,True,False
NEXOBTC,TRADING,NEXO,8,BTC,8,8,True,True,True,False
REIUSDT,TRADING,REI,8,USDT,8,8,True,True,True,True
REIBNB,BREAK,REI,8,BNB,8,8,True,True,True,False
REIETH,BREAK,REI,8,ETH,8,8,True,True,True,False
GALUSDT,BREAK,GAL,8,USDT,8,8,True,True,True,False
GALBUSD,BREAK,GAL,8,BUSD,8,8,True,True,True,False
GALBNB,BREAK,GAL,8,BNB,8,8,True,True,True,False
GALBTC,BREAK,GAL,8,BTC,8,8,True,True,True,False
JASMYEUR,BREAK,JASMY,8,EUR,8,8,True,True,True,False
KNCBNB,BREAK,KNC,8,BNB,8,8,True,True,True,False
SHIBGBP,BREAK,SHIB,2,GBP,8,8,True,True,True,False
GALEUR,BREAK,GAL,8,EUR,8,8,True,True,True,False
GALTRY,BREAK,GAL,8,TRY,8,8,True,True,True,False
LDOBUSD,BREAK,LDO,8,BUSD,8,8,True,True,True,False
LDOUSDT,TRADING,LDO,8,USDT,8,8,True,True,True,True
LDOBTC,TRADING,LDO,8,BTC,8,8,True,True,True,False
ENSTRY,TRADING,ENS,8,TRY,8,8,True,True,True,False
DAREUR,BREAK,DAR,8,EUR,8,8,True,True,True,False
DARETH,BREAK,DAR,8,ETH,8,8,True,True,True,False
ALGOETH,BREAK,ALGO,8,ETH,8,8,True,True,True,False
ALGOTRY,TRADING,ALGO,8,TRY,8,8,True,True,True,False
GALETH,BREAK,GAL,8,ETH,8,8,True,True,True,False
EPXUSDT,TRADING,EPX,8,USDT,8,8,True,True,True,True
EPXBUSD,BREAK,EPX,8,BUSD,8,8,True,True,True,False
RUNETRY,BREAK,RUNE,8,TRY,8,8,True,True,True,False
GALBRL,BREAK,GAL,8,BRL,8,8,True,True,True,False
STEEMBUSD,BREAK,STEEM,8,BUSD,8,8,True,True,True,False
CVCBUSD,BREAK,CVC,8,BUSD,8,8,True,True,True,False
REIBUSD,BREAK,REI,8,BUSD,8,8,True,True,True,False
DREPBUSD,BREAK,DREP,8,BUSD,8,8,True,True,True,False
AKROBUSD,BREAK,AKRO,8,BUSD,8,8,True,True,True,False
PUNDIXBUSD,BREAK,PUNDIX,8,BUSD,8,8,True,True,True,False
LUNCBUSD,BREAK,LUNC,8,BUSD,8,8,True,True,True,False
USTCBUSD,BREAK,USTC,8,BUSD,8,8,True,True,True,False
